CODE,NAME,AMOUNT,DATE,REPNAME,MARK,BALANCE
GH99018,FRANK DARKO MOTORS (KASOA),2500,2026/2/12,KUMBALA,PICK UP BANK MONTH LATIFA,46845
GH99019,KAMBALA ROYAL ENTERPRISE (TAMALE),12940,2025/4/23,KUMBALA,"TO STATION MOMO,KUMBALA",1500
GH99020,AYE AWURADE MOTORS (ABOSSEY OKAI),4374,2026/1/29,LINDA,SEND TO SHOP CASH PRINCE,874
GH99026,WORSHIP GOD HEAVY DUTY TRUCK (TEMA),321286,2025/7/29,BENEDICTA,"SEND TO TEMA SHOP EVERY TWO WEEK AT LEAST 50000, CLEAR OLD BALANCE ON 31/07",82286
GH99031,RICHARD AUTO MECHANIC (KUMASI),6790,2025/11/19,KOFI,PICK UP CREDIT LATIFA,2484
GH99034,IBRAHIM AUTO PARTS (KOKOMPE),8150,2026/2/17,PRINCE B,PICK UP CASH LATIFA,34
GH99036,ABRAHAM NETTEY (ABOSSEY OKAI),1060,2026/2/11,AMOAH HILDA,"TO SHOP CASH,HILDA",3486
GH99039,MICHEAL EDEH (KUMASI),4100,2025/12/30,KOFI,SEND TO STATION PAY MOMO,335
GH99041,TOP C MOTOR (KUMASI),28590,2026/2/9,KOFI,STATION CASH ADD 5 T-SHIRT 李,13652
GH99050,GIDEON AUTO (MADINA),21537.17,2026/1/23,AKORFA,"AKORFA,SEND TO SHOP ON CREDIT, PAY HALF TODAY REST NEXT WEEK",0.17
GH99052,DEBSON 2526 ENT (ABOSSY OKAI),11970,2025/12/8,AMOAH HILDA,SEND TO SHOP CASH BENY,5712
GH99058,ISSAC MOTORS(KOMKOMPE),9420,2026/1/22,PRINCE B,"PICK UP MOMO,STEPHANIE",4000
GH99059,A.T ENTERPRISE(ASHAIMAN),66265,2025/10/29,BENEDICTA,SEND TO SHOP CREDIT,59565
GH99062,KING JESUS ENT(CIRCLE),1210,2026/2/17,AKORFA,"PICK UP MOMO,LATIFA",1210
GH99068,TAUFIC AUTO HEAVY DUTY (ASHAIMAN),20110,2026/2/9,BENEDICTA,SEND TO SHOP WEEKLY CASH TO CUTE BENY DOUBLE PAYMENT THIS WEEK,78560
GH99075,ABDULAZIZ (ASHAIMAN),1900,2026/2/2,BENEDICTA,SEND TO STATION ON CREDIT,31062
GH99080,GOD WILL HEAVY DUTY (KUMASI),22130,2025/11/13,ENOCH,TO STATION WEEKLY CCASH MICH,12130
GH99081,HANNAN HEAVY DUTY (KUMASI),880,2026/1/15,ENOCH,"DIANA,SEND TO STATION",380
GH99083,BAFFOUR KYEI ENT HEAVY DUTY (KUMASI),2900,2025/11/13,ENOCH,SEND TO STATION CASH 李勇辉,25045
GH99091,LEGIT AUTO PARTS(ABOSSEY OKAI),30460,2025/6/14,PRINCE,"TO SHOP CASH,BENY",5460
GH99093,BERNAPPIAH ENTERPRISE (KUMASI),29520,2026/1/16,KOFI,SEND TO STATION ON CREDIT,91685
GH99099,NEW EBEN AUTO PARTS(MADINA),5600,2026/2/11,AKORFA,PICK UP WEEKLY AKORFA,5560
GH99100,MUMIE ENTERPRICE(KUMASI),550,2026/1/2,KOFI,STATION CREDIT LATIFA,0.2
GH99101,MEWO NYAME ENT HEAVY DUTY (ASHAIMAN),16860,2025/10/24,BENEDICTA,"SEND TO SHOP WEEKLY CASH,带5长袖件工衣，星期一送",3000
GH99104,E.T.HENRY HEAVY DUTY (ASHAIMAN),480,2026/1/2,BENEDICTA,SEND TO SHOP CASH NEXT WEEK 客户测试,17980
GH99105,CHEAP LANE ENTERPRISE(SUNYANI),54130,2025/11/19,KUMBALA,STATION WEEKLY 7000 KUMBALA,42130
GH99107,ABIDEENAL ENT HEAVY DUTY (ASHAIMAN),8040,2025/7/10,BENEDICTA,SEND TO SHOP CASH,3040
GH99109,NO JESUS NO LIFE HEAVY DUTY (AHSAIMAN),5100,2026/2/11,BENEDICTA,SEND TO SHOP CASH 7000,10000
GH99116,NYARKS'S AUTO PARTS(ABOSSEY OKAI),45000,2025/9/10,AMOAH HILDA,TO SHOP CHEQUE BENT 月底前付清,32040
GH99122,AMASS ENT. HEAVY DUTY (TAKORADI),33626,2026/2/5,BENEDICTA,SEND TO STATION ON CREDIT,71002.4
GH99123,MARICHILD VENTURES (KUMASI),5000,2025/9/10,ENOCH,STATION 先送后推,1500
GH99124,SISTER O HEAVY DUTY (KUMASI),5000,2026/1/30,ENOCH,SEND TO STATION PAY CASH,23105
GH99125,MERCY HEAVY DUTY (KUMASI),4000,2026/1/21,ENOCH,"KOFI,SEND TO STATION WEEKLY CASH",9400
GH99127,OOH YES LORD HEAVY DUTY (AVENO),3560,2026/2/13,BENEDICTA,PICK UP CASH TO CUTE BENY,17315.5
GH99128,OKUCASH AUTO (KUMASI),19300,2026/2/11,BOATEMAA ABIGAIL,"TO STATION MOMO,ABI",4534
GH99130,CELIA HEAVY DUTY (AVENOR),8290,2026/2/13,BENEDICTA,"TO SHOP CREDIT BY RIDER,SHANG",35710
GH99131,EGEMS VENTURES HEAVY DUTY (ASHAIMAN),13000,2026/2/13,BENEDICTA,SEND TO SHOP CASH CHEQUE CUTE BENY,117200
GH99133,MARK ANDY (SUYANI),10052,2025/8/22,LINDA,TO STATION CASH,6692.4
GH99136,PAAKWAS MOTORS (TEMA),3650,2026/2/17,BENEDICTA,"BENEDICTA,PICK UP PAY MOMO",3642
GH99139,KOFDOYAS ENT BATTERY(ABOSSEY OKAI),7500,2025/12/19,AMOAH HILDA,SEND TO SHOP CASH BENY,7500
GH99143,AYITEY LAWERH JAMES BUSH(ABURASO),846,2026/2/12,AKORFA,PICK UP MOMO HANNAH,21180
GH99149,NEW DAY AUTO PARTS (ABOSSEY OKAI),2320,2025/9/1,AMOAH HILDA,"PICK UP CASH,BENY",720
GH99150,M.B OFORI SPRINTER (ABOSSEY OKAI),16200,2025/12/20,AMOAH HILDA,PICK UP CASH BENY,16200
GH99153,MAMA RUKI HEAVY DUTY(KUMASI),5650,2026/1/27,ENOCH,SEND TO STATION ON CREDIT,1650
GH99155,SUMOH HEAVY DUTY COMPANY(KUMASI),5400,2026/2/13,ENOCH,SEND TO STATION WEEKLY CASH,5400
GH99157,MASTER OFIE MOTORS(KOTOBABI),0.3,2025/11/5,PRINCE B,SHOP 促销活动 OBENG,0.3
GH99160,NAKUS KAY VENTURES (ABOSSEY OKAI),2700,2025/11/5,PRINCE,"PICK UP CASH,PRINCE",400
GH99170,PL.AUTO PARTS (ABOSSEY OKAI),14970,2025/12/19,AMOAH HILDA,SEND TO SHOP CREDIT 9000TODAY +WEEKLY 5000,9280.88
GH99171,DAVID OWUSU (KUMASI),40350,2026/1/19,ENOCH,"DIANA,SEND TO STATION WEEKLY CASH",10334
GH99174,KING DAVID AUTO PARTS (ABOSSEY OKAI),47118,2025/11/3,AMOAH HILDA,SHOP CHEQUE,14748
GH99180,AGYEN ENTERPRISE (KUMASI),2800,2025/8/27,ENOCH,SEND TO STATION PAID MOMO,300
GH99187,BEIDU FRIMPONG ENTERPRICE(ABOSSEY OKAI),46734.6,2025/9/2,BENY,"TO SHOP CASH,BENY",9994.6
GH99191,TOMJOE ROYAL TRUCK (KUMASI),6500,2026/2/9,ENOCH,STATION WEEKLY 李,9999.2
GH99193,DANIBORO AUTO (KUMASI),73884.1,2025/9/10,KOFI,TAFO STATION ADD 15 COATS,84740.9
GH99198,LIZY LORD ENTERPRISE (KUMASI),18500,2026/1/14,KOFI,SEND TO STATION WEEKLY CASH,60032.1
GH99199,KHASIC AUTO (KOKOMPE),2770,2026/1/6,BOATEMAA ABIGAIL,"PICK UP CREDIT,ABI",15314
GH99201,YESU MO (EJISU KUMASI),6810,2025/9/17,ENOCH,SEND TO KUMASI EJISU PAID MOMO,10
GH99202,EMMANUEL HUMPHERY(AVENOR),1025,2026/1/26,AKORFA,"LATIFA,PICK UP PAY MOMO",767.1
GH99212,RICHARD OP SPRINTER (KUMASI),11190,2026/1/8,ENOCH,STATION WEEKLY 李,20180.02
GH99213,ERIC ABOAGYE (MADINA),8200,2026/2/12,ESTHER YEBOAH,PICK UP CASH NEXT WEEK LATIFA,16699.13
GH99222,JK BROWN ENTERPRISE (ABOSSEY OKAI),32300,2026/1/16,PRINCE,SEND TO SHOP CASH 15000 + WEEKLY PAYMENT,12300
GH99226,JM SPRINTER AUTO (MADINA),4559,2026/2/9,AKORFA,SHOP CASH AKORFA,22033.1
GH99228,JUPEE MOTORS(ABOSSEY OKAI),1560,2026/2/5,BOATEMAA ABIGAIL,"TO SHOP CASH,ABI",1560
GH99230,SALMAT A. HEAVY VENTURES(KUMASI),1500,2026/2/13,ENOCH,SEND TO STATION WEEKLY,13661
GH99232,AFIA KRAA SPRINTER (KUMASI),3200,2026/2/3,KOFI,"KOFI,SEND TO STATION WEEKLY",11900
GH99239,G FATHER (KOKOMPE),8450,2026/2/11,ESTHER YEBOAH,PICK UP CASH PRINCE B,1650
GH99247,WIAFE ENT (ABOSSEY OKAI),42491,2025/12/16,AMOAH HILDA,TO SHOP CASH ON FRIDAY BENYT,20490.8
GH99248,UNCLE MOTORS(MADINA),1010,2026/2/12,AKORFA,PICK UP CASH LATIFA,677
GH99263,SIMGURLU ENT.(TAMALE),1925,2026/1/24,KUMBALA,STATION MOMO LATIFA,281.1
GH99274,SHOCK ABSORBER HOUSE (ABOSSEY OKAI),89787.75,2026/1/16,AMOAH HILDA,SEND TO SHOP CASH 30000+WEEKLY 10000 今天给30000到BENY,21716.75
GH99275,JULIANA ENT(KUMASI),1800,2025/11/17,KOFI,SEND TO STATION WEEKLY CASH,500
GH99277,SETH Q AUTO PARTS (KUMASI),21240,2025/11/18,KOFI,SEND TO STATION PAY CASH ON FRIDAY,49310
GH99278,CHAIRMAN DZODZE (VOLTA REGION),4640,2026/1/26,AKORFA,"AKORFA,SEND TO STATION WEEKKLY CASH",4639.3
GH99280,CRYSTOM MOTORS(KUMASI),31207.5,2026/1/27,KOFI,SEND TO STATION ON CREDIT,21180.75
GH99284,CHRIS MOTORS HEAVY DUTY (KUMASI),26000,2026/2/4,ENOCH,STATION WEEKLY 李,25860
GH99285,SYLVESTER AMO HEAVY DUTY(KUMASI),34137.6,2025/11/18,ENOCH,SEND TO STATION WEEKLY CASH,13632.8
GH99288,FENRAY AUTOPARTS (KUMASI),64828,2025/12/11,KOFI,SEND TO STATION PAID 50000,4828
GH99290,MADAM RITA SPRINTER (KUMASI),0.05,2025/11/28,ENOCH,"SEND TO STATION, 促销商品",5400.05
GH99292,ESTHER SPRINTER (KUMASI),60134,2026/2/13,KOFI,SEND TO STATION WEEKLY,69723.04
GH99296,MARY OWUSU (KUMASI),5218.6,2026/1/8,ENOCH,send to station weekly cash MICHEL,1498.6
GH99310,SOMAS ENT (ABOSSEY OKAI),14000,2026/2/14,PRINCE,"PICK UP CASH,SABINA",900
GH99322,ADWOBI SPRINTER (KUMASI),28300,2026/1/12,KOFI,"KOFI,SEND TO STATION WEEKLY CASH",28300
GH99324,OBAA YAA CARAGISE (KUMASI),6220,2026/1/13,ENOCH,"DIANA,SEND TO STATION WEEKLY CASH",1220
GH99335,AMA BOAKYEWAA SPRINTER (KUMASI),1300,2026/1/30,ENOCH,"DIANA,SEND TO STATION PAY HALF AND REST WHEN GOODS ARRIVED",300
GH99336,MADAM CHRISTY (BAAHYARD),2875,2026/2/17,KUMBALA,SHOP CASH KUMBALA,2875
GH99337,DUAKUM BATTERY(ABOSSEY OKAI),38475,2026/2/3,BOATEMAA ABIGAIL,TO SHOP CHEUQE AB 2.20提取支票,38475
GH99343,BIG JOE (ABOSSEY OKAI),1290,2026/2/12,AMOAH HILDA,"TO SHOP CASH,HILDA",1290
GH99344,A.B MOTORS(AWOSHIE),868,2026/2/13,KUMBALA,SHOP CASH KUMBALA,868
GH99346,OBI FORKLIFT FRANCIS (TARKWA),8514,2026/2/17,KUMBALA,PICK UP MOMO SABINA,8514
GH99347,GRACE NKRAMAH HEAVY DUTY（KUMASI),35800,2026/2/14,ENOCH,SEND TO STATION WEEKLY,35800
